Candidate	Event	E_Char_Start	E_Char_end	E_Word_Index	Remedy	R_Char_Start	R_Char_end	R_Word_Index	Is_inverted	Label
levy tá todo enjoado por causa da vacina e com esse calor só piora .	vacina	34	39	7	calor	52	56	11	0	-1
sim eu sei que omeprazol só se toma em jejum mas vem sentir minha dor no estômago pra ver se não toma umas 3x no dia .	omeprazol	15	23	4	dor	66	68	14	0	-1
e eu que achava que alergia a dipirona era frescura .	dipirona	30	37	7	alergia	20	26	5	1	-1
eu tomei dipirona p ver se passa minha dor	dipirona	9	16	2	dor	39	41	8	0	-1
q. eu desencadiei alergia a cataflan e dipirona	dipirona	39	46	7	alergia	18	24	3	1	-1
linda você é minha morfina vem e acaba com essa dor .	morfina	19	25	4	dor	48	50	10	0	-1
se cafeína faz mal sinto que minha morte está próxima .	cafeína	3	9	1	morte	35	39	7	0	-1
tomei dipirona dor nas pernas ta foda .	dipirona	6	13	1	dor	15	17	2	0	-1
em pomada ajuda pra dor .	pomada	3	8	1	dor	20	22	4	0	-1
o cheiro é psicoativo suor que derrama sua pele excita dopamina quero alta dosagem	dopamina	55	62	10	suor	22	25	4	1	-1
9 tankianasoad induziu o cara a hemorragia era só p verificar a glicose kkkkk .	glicose	64	70	12	hemorragia	32	41	6	1	-1
vou ter uma overdose de omeprazol e ranitidina e essa dor no meu estômago não vai passar .	omeprazol	24	32	5	dor	54	56	10	0	-1
vou ter uma overdose de omeprazol e ranitidina e essa dor no meu estômago não vai passar .	ranitidina	36	45	7	dor	54	56	10	0	-1
toda mais tbm é o palha durmir com fome então chapa omeprazol pra dentro .	omeprazol	52	60	11	fome	35	38	8	1	-1
tava morrendo de dor da tendinite tomei dois nimesulida agora com dor de estômago fortíssima .	nimesulida	45	54	8	dor	17	19	3	1	-1
tava morrendo de dor da tendinite tomei dois nimesulida agora com dor de estômago fortíssima .	nimesulida	45	54	8	dor	66	68	11	0	-1
tava morrendo de dor da tendinite tomei dois nimesulida agora com dor de estômago fortíssima .	nimesulida	45	54	8	tendinite	24	32	5	1	-1
tomei 3 paracetamol e dipirona que me deixou em coma até agora kk .	dipirona	22	29	4	coma	48	51	9	0	-1
tomei 3 paracetamol e dipirona que me deixou em coma até agora kk .	paracetamol	8	18	2	coma	48	51	9	0	-1
souzanicks sei e é horrível acordei assim hoje também já toma um buscopan pra dor e antes de comer algo omeprazol melhoras .	buscopan	65	72	12	dor	78	80	14	0	-1
souzanicks sei e é horrível acordei assim hoje também já toma um buscopan pra dor e antes de comer algo omeprazol melhoras .	omeprazol	104	112	20	dor	78	80	14	1	-1
tomei omeprazol mas ainda to com dor .	omeprazol	6	14	1	dor	33	35	6	0	-1
a diabetes é uma doença crônica não transmissível caracterizada por níveis elevados de glicose no sangue	glicose	87	93	13	diabetes	2	9	1	1	-1
comi pão de queijo tomei café com leite e não tô com azia pantoprazol .	pantoprazol	58	68	13	azia	53	56	12	1	-1
comi pão de queijo tomei café com leite e não tô com azia pantoprazol .	leite	34	38	7	azia	53	56	12	0	-1
eu sou tão fudido q tenho alergia a dipirona e ibuprofeno ou seja n posso usar metade dos remédios como eu sou abençoado .	ibuprofeno	47	56	10	alergia	26	32	6	1	-1
eu sou tão fudido q tenho alergia a dipirona e ibuprofeno ou seja n posso usar metade dos remédios como eu sou abençoado .	dipirona	36	43	8	alergia	26	32	6	1	-1
estão me entupindo de glicose agorinha entro em coma diabético .	glicose	22	28	4	coma diabético	48	61	61	0	-1
os torto verão 2016 suor glicose e dorflex	glicose	25	31	5	suor	20	23	4	1	-1
os torto verão 2016 suor glicose e dorflex	dorflex	35	41	7	suor	20	23	4	1	-1
rououshiki tinha começado a tratar minha ansiedade com fluoxetina mas tive efeitos colaterais terríveis .	fluoxetina	55	64	8	ansiedade	41	49	6	1	-1
vc é minha morfina fazendo chacina morte na neblina medo inspira a nitroglicerina a mais forte toxina pic twitter com ytxzfefsj4 .	nitroglicerina	67	80	12	morte	35	39	6	1	-1
vc é minha morfina fazendo chacina morte na neblina medo inspira a nitroglicerina a mais forte toxina pic twitter com ytxzfefsj4 .	nitroglicerina	67	80	12	medo	52	55	9	1	-1
vc é minha morfina fazendo chacina morte na neblina medo inspira a nitroglicerina a mais forte toxina pic twitter com ytxzfefsj4 .	morfina	11	17	3	morte	35	39	6	0	-1
vc é minha morfina fazendo chacina morte na neblina medo inspira a nitroglicerina a mais forte toxina pic twitter com ytxzfefsj4 .	morfina	11	17	3	medo	52	55	9	0	-1
vc é minha morfina fazendo chacina morte na neblina medo inspira a nitroglicerina a mais forte toxina pic twitter com ytxzfefsj4 .	toxina	95	100	16	morte	35	39	6	1	-1
vc é minha morfina fazendo chacina morte na neblina medo inspira a nitroglicerina a mais forte toxina pic twitter com ytxzfefsj4 .	toxina	95	100	16	medo	52	55	9	1	-1
deveriam criar algum tipo de morfina para curar a dor de uma amor perdido .	morfina	29	35	5	dor	50	52	9	0	-1
gostei de um vídeo youtube http youtu be lsdf1dkct1k aclarear a pele e combater a acne com bicarbonato de sódio .	bicarbonato de sódio	91	110	9495	acne	82	85	15	1	-1
nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo as pessoas com diabetes ao http fb me 7nrn6xvdr .	glicose	37	43	6	diabetes	95	102	17	0	-1
nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo as pessoas com diabetes ao http fb me 7nrn6xvdr .	glicose	37	43	6	dor	49	51	8	0	-1
fora a testosterona virtual que parece febre entre alguns podiam pegar febre de vdd ou os dedos ficarem inuteis https twitter com maciel junior status 730871143498940416 .	testosterona	7	18	2	febre	39	43	6	0	-1
fora a testosterona virtual que parece febre entre alguns podiam pegar febre de vdd ou os dedos ficarem inuteis https twitter com maciel junior status 730871143498940416 .	testosterona	7	18	2	febre	71	75	11	0	-1
to vivendo a base de dipirona porq cólica e dor de dente junto não dar .	dipirona	21	28	5	dor de dente	44	55	12903	0	-1
propofol é o remédio que causou a morte dele .	propofol	0	7	0	morte	34	38	7	0	-1
vou toma ibuprofeno e ver se essa dor passa p eu dormir fui .	ibuprofeno	9	18	2	dor	34	36	7	0	-1
to na fila p tomar minha vacina de alergia	vacina	25	30	6	alergia	35	41	8	0	-1
excesso de cafeína no organismo vulgo amostrinha básica de tortura pré morte .	cafeína	11	17	2	morte	71	75	11	0	-1
o q será q acontece se eu tomar remédio p dor de cabeça c cafeína e calmante .	cafeína	58	64	14	dor de cabeça	42	54	74	1	-1
me entupindo de hidróxido de alumínio e omeprazol e essa porra de dor não passa .	hidróxido de alumínio	16	36	10212	dor	66	68	12	0	-1
me entupindo de hidróxido de alumínio e omeprazol e essa porra de dor não passa .	omeprazol	40	48	7	dor	66	68	12	0	-1
não sei mais com que sabonete eu tomo banho ja usei todo tipo e tenho alergia ate os que nao tem glicerina que odio .	glicerina	97	105	21	alergia	70	76	15	1	-1
2 comprimidos de nimesulida e ferrei no sono tô me sentindo renovado .	nimesulida	17	26	3	sono	40	43	7	0	-1
moço minha boca ta toda mordida e com afta obrigada raiva tá doendo coloquei bicarbonato de sódio doooooiiii .	bicarbonato de sódio	77	96	10515	raiva	52	56	10	1	-1
eu me dando conta de que só hoje já tive dor de cabeça queda de glicose alergia e asma tá super bem pra 21 anos ne kkkkk .	glicose	64	70	15	alergia	72	78	16	0	-1
eu me dando conta de que só hoje já tive dor de cabeça queda de glicose alergia e asma tá super bem pra 21 anos ne kkkkk .	glicose	64	70	15	dor de cabeça	41	53	8815	1	-1
eu me dando conta de que só hoje já tive dor de cabeça queda de glicose alergia e asma tá super bem pra 21 anos ne kkkkk .	glicose	64	70	15	asma	82	85	18	0	-1
eu sou tão genial que qse arranco a ureia n tem palavras p descrever a dor que eu to sentindo kk .	ureia	36	40	8	dor	71	73	15	0	-1
o que uma dor não faz né eu não como desde manhã e nem to com fome ai sr rita manda msg dizendo p mim comer verduras e vitamina c ta foda .	vitamina c	119	128	9128	dor	10	12	3	1	-1
o que uma dor não faz né eu não como desde manhã e nem to com fome ai sr rita manda msg dizendo p mim comer verduras e vitamina c ta foda .	vitamina c	119	128	9128	fome	62	65	16	1	-1
um estudo recente demonstrou que o paracetamol tylenol popular remédio contra a dor .	paracetamol	35	45	6	dor	80	82	12	0	-1
um estudo recente demonstrou que o paracetamol tylenol popular remédio contra a dor .	tylenol	47	53	7	dor	80	82	12	0	-1
fora nimesulida qual é a sugestão para curar uma dor de garganta pesada .	nimesulida	5	14	1	dor de garganta	49	63	9305	0	-1
luccolatraspa ja ouvi falar desse sene eu tomo chá de hibisco é o gosto da morte disfarçado .	sene	34	37	5	morte	75	79	15	0	-1
agora tô morrendo de tanta dor no estômago e cadê o meu omeprazol .	omeprazol	56	64	12	dor	27	29	5	1	-1
colocar bicarbonato de sódio nas afta nem doi ne so da vontade de cortar um braço pra dor substituir pra algo mais suave .	bicarbonato de sódio	8	27	7825	dor	86	88	17	0	-1
tem uma tontura exclusiva de quem descontinua paroxetina .	paroxetina	46	55	7	tontura	8	14	2	1	-1
omeprazol nao serve pra passar dor	omeprazol	0	8	0	dor	31	33	5	0	-1
serve pra prevenir a dor como um tratamento pra gastrite em si pra passar é buscopan .	buscopan	76	83	15	dor	21	23	4	1	-1
serve pra prevenir a dor como um tratamento pra gastrite em si pra passar é buscopan .	buscopan	76	83	15	gastrite	48	55	9	1	-1
a cafeína surte um efeito de ansiedade e como e tbm eh uma substância que vicia o corpo e mente ficam dependente dela .	cafeína	2	8	1	ansiedade	29	37	6	0	-1
amigos flavinha está melhor graças a deus sem febre dormiu bem está com a glicose alta	glicose	74	80	14	febre	46	50	8	1	-1
digestão enjôo vitamina	vitamina	15	22	2	enjôo	9	13	1	1	-1
eu tomei dois paracetamol dois dipironas um outro pra dor dente e um outro que vovó toma pra dor nas pernas .	paracetamol	14	24	3	dor	93	95	18	0	-1
eu tomei dois paracetamol dois dipironas um outro pra dor dente e um outro que vovó toma pra dor nas pernas .	paracetamol	14	24	3	dor	54	56	9	0	-1
fora se nao der dor tomar o ibuprofeno .	ibuprofeno	28	37	7	dor	16	18	4	1	-1
glicose da minha mãe é muito 8 ou 80 tncc uma hora quase ela entra em coma outra quase dando hipoglicemia .	glicose	0	6	0	coma	70	73	16	0	-1
glicose da minha mãe é muito 8 ou 80 tncc uma hora quase ela entra em coma outra quase dando hipoglicemia .	glicose	0	6	0	hipoglicemia	93	104	20	0	-1
eidama glicose anal num calor desse para né .	glicose	7	13	1	calor	24	28	4	0	-1
pelo amor de deus naproxeno faz seu serviço logo entra na minha corrente sanguínea e me ajuda a dormir sem dor .	naproxeno	18	26	4	dor	107	109	20	0	-1
vivendo a base de nimesulida pra essa dor de garganta que n ta fácil .	nimesulida	18	27	4	dor de garganta	38	52	13569	0	-1
em pleno dezembro eu gripada com febre e tendo a tomar vitamina	vitamina	55	62	11	febre	33	37	6	1	-1
já deu azia mas eu vou me entupir de hidróxido de alumínio e omeprazol pra ser feliz siiim .	omeprazol	61	69	13	azia	7	10	2	1	-1
já deu azia mas eu vou me entupir de hidróxido de alumínio e omeprazol pra ser feliz siiim .	hidróxido de alumínio	37	57	9727	azia	7	10	2	1	-1
1 carbamazepina e ainda está com dor o. levantei rápido	carbamazepina	2	14	1	dor	33	35	6	0	-1
e com a dor intensa deu vertigem acho que foi isso ou pode ser por conta da baixa de glicose tbm sei lá .	glicose	85	91	19	dor	8	10	3	1	-1
e com a dor intensa deu vertigem acho que foi isso ou pode ser por conta da baixa de glicose tbm sei lá .	glicose	85	91	19	vertigem	24	31	6	1	-1
um omeprazol pra diminuir a dor de estômago que fica depois de uma conversa e vida que segue .	omeprazol	3	11	1	dor	28	30	5	0	-1
um omeprazol pra diminuir a dor de estômago que fica depois de uma conversa e vida que segue .	omeprazol	3	11	1	conversa	67	74	13	0	-1
usar bicarbonato de sodio para amenizar a dor ajuda https twitter com redeglobo status 730025652909277184 .	bicarbonato	5	15	1	dor	42	44	7	0	-1
leoportieri tomei nimesulida é um anti inflamatório pra dor no geral .	nimesulida	18	27	2	dor	56	58	8	0	-1
leoportieri tomei nimesulida é um anti inflamatório pra dor no geral .	anti	34	37	5	dor	56	58	8	0	-1
daria tudo pra ir tomar minha ranitidina na veia meu buscopan um remédio pra enjôo e dormir a quinta toda até melhorar disso .	ranitidina	30	39	6	enjôo	77	81	14	0	-1
daria tudo pra ir tomar minha ranitidina na veia meu buscopan um remédio pra enjôo e dormir a quinta toda até melhorar disso .	buscopan	53	60	10	enjôo	77	81	14	0	-1
ter alergia de dipirona	dipirona	15	22	3	alergia	4	10	1	1	-1
ansiedade que milagre você por aqui gostaria de entrar e tomar uma xícara de café ou seria melhor sertralina .	sertralina	98	107	18	ansiedade	0	8	0	1	-1
minha mae ja tomou so cha d sene e ela passava mal de dor vei tipo colica sabe esse dai parece q é mais fraco veremos .	sene	28	31	7	dor	54	56	13	0	-1
gente se alguém souber de algum remédio caseiro pra cãibra me fala pq eu tenho alergia a qq coisa a base de butilbrometo de escopolamina .	escopolamina	124	135	24	alergia	79	85	15	1	-1
gente se alguém souber de algum remédio caseiro pra cãibra me fala pq eu tenho alergia a qq coisa a base de butilbrometo de escopolamina .	butilbrometo	108	119	22	alergia	79	85	15	1	-1
tive q diminuir mto a cafeína da minha vida por causa da taquicardia e ansiedade hj em dia bebida assim me dá até nervoso .	cafeína	22	28	5	taquicardia	57	67	12	0	-1
tive q diminuir mto a cafeína da minha vida por causa da taquicardia e ansiedade hj em dia bebida assim me dá até nervoso .	cafeína	22	28	5	ansiedade	71	79	14	0	-1
tomei paracetamol e fiquei logo com febre e a transpirar bue atao maaas .	paracetamol	6	16	1	febre	36	40	6	0	-1
fiquei tão nervosa que me deu enxaqueca e vim no starbucks e é incrível como a cafeína é maravilhosa .	cafeína	79	85	16	enxaqueca	30	38	6	1	-1
não aguento mais cefalexina esse remédio tem cheiro de morte .	cefalexina	17	26	3	morte	55	59	9	0	-1
aminofilina me deu uma dor nas pernas que puta que o pariu nunca mais tomo esse troço falo isso mas amanhã to tomando dnv pq	aminofilina	0	10	0	dor	23	25	4	0	-1
ansiedade sossega que acabou a fluoxetina .	fluoxetina	31	40	5	ansiedade	0	8	0	1	-1
só queria um ibuprofeno pq sono e dor de cabeça ta tendo .	ibuprofeno	13	22	3	dor de cabeça	34	46	12273	0	-1
só queria um ibuprofeno pq sono e dor de cabeça ta tendo .	ibuprofeno	13	22	3	sono	27	30	5	0	-1
e provavelmente tontura por falta de glicose .	glicose	37	43	6	tontura	16	22	2	1	-1
dava td por um comprimidinho de nimesulida dor só ta piorando .	nimesulida	32	41	6	dor	43	45	7	0	-1
durante um ano vou ter que vim de floripa a joinville uma vez por semana pra aplicar uma vacina contra esse tanto de alergia que eu tenho .	vacina	89	94	18	alergia	117	123	23	0	-1
lidocaína tópica pode ajudar os bebés na dor causada pelas vacinas https goo gl yyjih4 .	lidocaína	0	8	0	dor	41	43	7	0	-1
nível de dependência da dopamina e da endorfina acordando 7 da matina sábados e domingos pra correr xodepressao .	dopamina	24	31	4	dependência	9	19	2	1	-1
gabriel tomando glicose fora da veia e nem sentindo dor .	glicose	16	22	2	dor	52	54	9	0	-1
lá vai eu beber de novo hj pra aliviar essa dor pq se tomar ibuprofeno n pode beber .	ibuprofeno	60	69	14	dor	44	46	10	1	-1
nessas ferias eu consegui acabar c um dipirona gotas um nimesulida uma pastilha pra dor de garganta um caixinha de beats e uma dignidad .	dipirona	38	45	7	dor de garganta	84	98	10789	0	-1
nessas ferias eu consegui acabar c um dipirona gotas um nimesulida uma pastilha pra dor de garganta um caixinha de beats e uma dignidad .	nimesulida	56	65	10	dor de garganta	84	98	10789	0	-1
nessas ferias eu consegui acabar c um dipirona gotas um nimesulida uma pastilha pra dor de garganta um caixinha de beats e uma dignidad .	gotas	47	51	8	dor de garganta	84	98	10789	0	-1
alguém me diz se ibuprofeno serve pra dor de cabeça eu to morrendo e só tenho isso .	ibuprofeno	17	26	4	dor de cabeça	38	50	326	0	-1
tristeza de não ter tomado omeprazol e estar com azia .	omeprazol	27	35	5	azia	49	52	9	0	-1
fiz a merda de esquecer de tomar omeprazol hj agora aguenta a dor no estômago fdp .	omeprazol	33	41	7	dor	62	64	12	0	-1
três amigos meus tiveram que ir tomar glicose e eu maravilhosa sem dor de cabeça e felizzzzz justin4mmva .	glicose	38	44	7	dor de cabeça	67	79	13320	0	-1
tive q pedir minha mãe pra compra lidocaína de laranja pra amenizar essa dor no dente siso .	lidocaína	34	42	7	dor	73	75	13	0	-1
só queria um nimesulida p passar minha dor na nuca e poder dormir to padecendo .	nimesulida	13	22	3	dor	39	41	7	0	-1
agora tô aqui cheia de nimesulida e de dor tbm diplomacomprado faltadeprofissionalismo .	nimesulida	23	32	5	dor	39	41	8	0	-1
carros elétricos são como os cigarros com piteira ou baixo teor de nicotina que tentam adiar a morte do tabagismo http www1	nicotina	67	74	12	morte	95	99	17	0	-1
luistebosa à 20 anos que tomo omeprazol já não sei o que é azia mas sei bem o que é ser fraco .	omeprazol	30	38	6	azia	59	62	13	0	-1
sr brunetto alergia na pele assim eu não tinha tido ainda só quando tomo dipirona por exemplo que os olhos e garganta incham .	dipirona	73	80	14	alergia	12	18	2	1	-1
quem vai na cidade cheia de cólica passar um pouco de raiva em 2016 eu mesna .	mesna	71	75	15	raiva	54	58	11	1	-1
propranolol nadolol atenolol betabloqueadores na enxaqueca principais contraindicações e efeitos colaterais http www enxaqueca com br blog propranolol .	atenolol	20	27	2	enxaqueca	117	125	13	0	-1
propranolol nadolol atenolol betabloqueadores na enxaqueca principais contraindicações e efeitos colaterais http www enxaqueca com br blog propranolol .	atenolol	20	27	2	enxaqueca	49	57	5	0	-1
propranolol nadolol atenolol betabloqueadores na enxaqueca principais contraindicações e efeitos colaterais http www enxaqueca com br blog propranolol .	propranolol	139	149	17	enxaqueca	117	125	13	1	-1
propranolol nadolol atenolol betabloqueadores na enxaqueca principais contraindicações e efeitos colaterais http www enxaqueca com br blog propranolol .	propranolol	139	149	17	enxaqueca	49	57	5	1	-1
propranolol nadolol atenolol betabloqueadores na enxaqueca principais contraindicações e efeitos colaterais http www enxaqueca com br blog propranolol .	propranolol	0	10	0	enxaqueca	117	125	13	0	-1
propranolol nadolol atenolol betabloqueadores na enxaqueca principais contraindicações e efeitos colaterais http www enxaqueca com br blog propranolol .	propranolol	0	10	0	enxaqueca	49	57	5	0	-1
4 tenho alergia sim a um remedio chamado dipirona graças a deus kdndjsj .	dipirona	41	48	8	alergia	8	14	2	1	-1
para dor vc pode ir na farmácia e comprar ibuprofeno tenta pingar próximo do dente que ajuda muito .	ibuprofeno	42	51	9	dor	5	7	1	1	-1
os últimos dias estão bem complicados dor de cabeça horrível pressão baixa glicose que não sabe se sobe ou http fb me 32olhf88d .	glicose	75	81	12	dor de cabeça	38	50	11274	1	-1
esse calor tira toda a nicotina do corpo kkkkkkkkkkkkk .	nicotina	23	30	5	calor	5	9	1	1	-1
efeito do ibuprofeno não conseguia levantar passei um spray pra dor e o bicho fez milagre .	ibuprofeno	10	19	2	dor	64	66	10	0	-1
efeito do ibuprofeno não conseguia levantar passei um spray pra dor e o bicho fez milagre .	spray	54	58	8	dor	64	66	10	0	-1
to na neura de comer chocolate hoje só pq minha glicose ta alta que morte horrível .	glicose	48	54	10	morte	68	72	14	0	-1
eu tentei tomar algo mas não posso muito já que tem cafeína na maior parte dos medicamentos para dor de cabeça tsc .	cafeína	52	58	11	dor de cabeça	97	109	8991	0	-1
tô com uma dor aqui ó toma omeprazol mas não é a gastrite então vai ao médico nass só quero uma atençãozinha uns cafunés .	omeprazol	27	35	7	gastrite	49	56	12	0	-1
tô com uma dor aqui ó toma omeprazol mas não é a gastrite então vai ao médico nass só quero uma atençãozinha uns cafunés .	omeprazol	27	35	7	dor	11	13	3	1	-1
se quiser eu ainda tenho vários remédios de enjôo o bromoprida .	bromoprida	52	61	10	enjôo	44	48	8	1	-1
aceitei a injeção de acetato de medroxiprogesterona de 150 mg só pq ninguém me falou que um dos efeitos colaterais possíveis é a depressão .	acetato	21	27	4	depressão	129	137	23	0	-1
aceitei a injeção de acetato de medroxiprogesterona de 150 mg só pq ninguém me falou que um dos efeitos colaterais possíveis é a depressão .	medroxiprogesterona	32	50	6	depressão	129	137	23	0	-1
prayforjunior eu tomo nimesulida 12 12 hr pra passa a dor e é bom recomendo pq até ontem eu n conseguia abri a boca direito sério .	nimesulida	22	31	3	dor	54	56	10	0	-1
esqueci que tem a gabapentina para tomar cujo sabor é igual a morte e já tomei toda a pepsi .	gabapentina	18	28	4	morte	62	66	12	0	-1
próxima meta entrar em coma tomar glicose bj .	glicose	34	40	6	coma	23	26	4	1	-1
ai ontem eu inventei de tomar aquele café solúvel juntou a cafeína e minha ansiedade e eu to tremendo até agora .	cafeína	59	65	11	ansiedade	75	83	14	0	-1
ai ontem eu inventei de tomar aquele café solúvel juntou a cafeína e minha ansiedade e eu to tremendo até agora .	cafeína	59	65	11	tremendo	93	100	18	0	-1
tomei dipirona e tá dando muito calor acho que é febre .	dipirona	6	13	1	calor	32	36	6	0	-1
tomei dipirona e tá dando muito calor acho que é febre .	dipirona	6	13	1	febre	49	53	10	0	-1
inclusive o ao leite diet da vitao tem gosto do ao leite da lacta porem sem bater aquela cefaleia horrivel de quem ingeriu mta glicose .	leite	51	55	11	cefaleia	89	96	18	0	-1
inclusive o ao leite diet da vitao tem gosto do ao leite da lacta porem sem bater aquela cefaleia horrivel de quem ingeriu mta glicose .	leite	15	19	3	cefaleia	89	96	18	0	-1
inclusive o ao leite diet da vitao tem gosto do ao leite da lacta porem sem bater aquela cefaleia horrivel de quem ingeriu mta glicose .	glicose	127	133	24	cefaleia	89	96	18	1	-1
nessas telhas de zinco faz um calor ksbakajajaka eu ri de sábado .	zinco	17	21	3	calor	30	34	6	0	-1
não sei o que é pior abstinência de cafeína ou do sódio do miojo enfim na falta de qualquer um dos dois é dor de cabeça na certa .	cafeína	36	42	8	dor de cabeça	106	118	10697	0	-1
ótimo agora tá me dando dor no estômago de tanto ibuprofeno que eu tomei .	ibuprofeno	49	58	10	dor	24	26	5	1	-1
novas regras na metadona geram confusão e detenções é a manchete do açoriano oriental http dlvr it mnxtbc .	metadona	16	23	3	confusão	31	38	5	0	-1
um paracetamol inteiro espero que não me de alergia .	paracetamol	3	13	1	alergia	44	50	8	0	-1
foram pelo menos 4 comprimidos de omeprazol e 2 que eu nem sei o nome pra dor de cabeça .	omeprazol	34	42	6	dor de cabeça	74	86	9307	0	-1
minha mãe toma diazepam pra ansiedade minha vó toma fluoxetina pra depressão e ate tem o meu cachorro que é nervoso e toma gardenal .	gardenal	123	130	23	depressão	67	75	11	1	-1
minha mãe toma diazepam pra ansiedade minha vó toma fluoxetina pra depressão e ate tem o meu cachorro que é nervoso e toma gardenal .	gardenal	123	130	23	ansiedade	28	36	5	1	-1
minha mãe toma diazepam pra ansiedade minha vó toma fluoxetina pra depressão e ate tem o meu cachorro que é nervoso e toma gardenal .	fluoxetina	52	61	9	depressão	67	75	11	0	-1
minha mãe toma diazepam pra ansiedade minha vó toma fluoxetina pra depressão e ate tem o meu cachorro que é nervoso e toma gardenal .	fluoxetina	52	61	9	ansiedade	28	36	5	1	-1
minha mãe toma diazepam pra ansiedade minha vó toma fluoxetina pra depressão e ate tem o meu cachorro que é nervoso e toma gardenal .	diazepam	15	22	3	depressão	67	75	11	0	-1
minha mãe toma diazepam pra ansiedade minha vó toma fluoxetina pra depressão e ate tem o meu cachorro que é nervoso e toma gardenal .	diazepam	15	22	3	ansiedade	28	36	5	0	-1
pelo fim da enxaqueca eu voto sim para o naproxeno .	naproxeno	41	49	9	enxaqueca	12	20	3	1	-1
enquanto escrevo essas rima tentando achar a vacina lembrando quando eu transava coma vaca da rua de cima .	vacina	45	50	7	coma	81	84	12	0	-1
consulte um dermatologista dependendo do caso ele irá prescrever isotretinoína ótimo remédio p acne .	isotretinoína	65	77	9	acne	95	98	13	0	-1
eu queria aquele decanoato de nandrolona no meu corpo a esse momento já evaporou nesse calor de fuder .	nandrolona	30	39	5	calor	87	91	15	0	-1
mentira é só falta de serotonina e dopamina coma um chocolate e tome	dopamina	35	42	7	coma	44	47	8	0	-1
não aguento mais de dor já tomei dois omeprazol e dois dramin pra não vomitar .	dramin	55	60	11	dor	20	22	4	1	-1
não aguento mais de dor já tomei dois omeprazol e dois dramin pra não vomitar .	omeprazol	38	46	8	dor	20	22	4	1	-1
acho que esse lidocaína é genérico por isso fez menos efeito ajskajs ainda bem que tu não ta com tanta dor .	lidocaína	14	22	3	dor	103	105	20	0	-1
poderiam existir adesivos contra dor de cabeça igual aqueles de nicotina .	nicotina	64	71	10	dor de cabeça	33	45	11469	1	-1
eu to com vontade de encher meu cu de lítio e entrar em coma .	lítio	38	42	9	coma	56	59	13	0	-1
pelo menos consegui tomar minha vacina de alergia .	vacina	32	37	5	alergia	42	48	7	0	-1
eu queria conseguir ficar sem topiramato e não ter enxaqueca .	topiramato	30	39	5	enxaqueca	51	59	9	0	-1
pode ser o resultado da dependência de cafeína .	cafeína	39	45	7	dependência	24	34	5	1	-1
a zoe faz muita glicose anal já to ficando com raiva já .	glicose	16	22	4	raiva	47	51	10	0	-1
devia para de curar minhas exaustão emocional fisica mental com maçonha cafés tabaco fluoxetina dor lágrimas .	fluoxetina	85	94	13	dor	96	98	14	0	-1
leticiajung paracetamol só toma pra dor de cabeça febre e outras coisas toma ibuprofeno e garganta o melhor é nimesulida .	nimesulida	110	119	19	febre	50	54	8	1	-1
leticiajung paracetamol só toma pra dor de cabeça febre e outras coisas toma ibuprofeno e garganta o melhor é nimesulida .	nimesulida	110	119	19	dor de cabeça	36	48	13811	1	-1
leticiajung paracetamol só toma pra dor de cabeça febre e outras coisas toma ibuprofeno e garganta o melhor é nimesulida .	paracetamol	12	22	1	febre	50	54	8	0	-1
leticiajung paracetamol só toma pra dor de cabeça febre e outras coisas toma ibuprofeno e garganta o melhor é nimesulida .	paracetamol	12	22	1	dor de cabeça	36	48	13811	0	-1
leticiajung paracetamol só toma pra dor de cabeça febre e outras coisas toma ibuprofeno e garganta o melhor é nimesulida .	ibuprofeno	77	86	13	febre	50	54	8	1	-1
leticiajung paracetamol só toma pra dor de cabeça febre e outras coisas toma ibuprofeno e garganta o melhor é nimesulida .	ibuprofeno	77	86	13	dor de cabeça	36	48	13811	1	-1
comi tanta bala de raiva e minha glicose	glicose	33	39	7	raiva	19	23	4	1	-1
alergia a antiinflamatórios ibuprofeno	ibuprofeno	28	37	3	alergia	0	6	0	1	-1
dipirona etc. alergia	dipirona	0	7	0	alergia	14	20	2	0	-1
a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	cafeína	55	61	7	morte	92	96	13	0	-1
a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	cafeína	55	61	7	alergia	45	51	5	1	-1
a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	dipirona	31	38	3	morte	92	96	13	0	-1
a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	dipirona	31	38	3	alergia	45	51	5	0	-1
a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	ibuprofeno	20	29	2	morte	92	96	13	0	-1
a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	ibuprofeno	20	29	2	alergia	45	51	5	0	-1
estou vivendo a base de remédios pra dormir pra dor de cabeça dor de estômago dor no corpo vitamina .	vitamina	91	98	18	dor	62	64	12	1	-1
estou vivendo a base de remédios pra dormir pra dor de cabeça dor de estômago dor no corpo vitamina .	vitamina	91	98	18	dor	78	80	15	1	-1
