Index	Candidate	Drug	Drug_Char_Start	Drug_Char_end	Drug_Word_Index	Event	Event_Char_Start	Event_Char_end	Event_Word_Index	Is_inverted	LABEL
1635	michgiglio nossa sim por favor quero morrer de coma de glicose	glicose	55	61	10	coma	47	50	8	1	-1
1636	la loratadina puede causar hemorragia	loratadina	3	12	1	hemorragia	27	36	4	0	-1
1637	sr brunetto alergia na pele assim eu não tinha tido ainda só quando tomo dipirona por exemplo que os olhos e garganta incham .	dipirona	73	80	14	alergia	12	18	2	1	-1
1638	caraio tirei os pontos e ainda me poseram nitrato de prata cá dor .	nitrato de prata	42	57	35523	dor	62	64	12	0	-1
1639	meninama6 ah fiquei passando mal sábado e domingo com uma dor de estomago nada que um omeprazol não resolva no mais de boa .	omeprazol	86	94	16	dor	58	60	10	1	-1
1640	calor infernal em floripa cuidado com seus anjos casinha ao sol ou canis com telhados de zinco ou eternit	zinco	89	93	16	calor	0	4	0	1	-1
1641	edsonjr2301 fui parar no hospital e a enfermeira aplicou glicose na veia pensando q eu tava em coma alcolico .	glicose	57	63	9	coma	95	98	17	0	-1
1642	no remédio contra dor de cabeça já tem cafeína migo .	cafeína	39	45	8	dor de cabeça	18	30	38815	1	-1
1643	tô voltando aquela azia e tô achando que omeprazol vai fazer parte da minha vida mesmo .	omeprazol	41	49	8	azia	19	22	3	1	-1
1644	glicose baixa dá um dor de cabeça que parece pressão alta e um leve desespero .	glicose	0	6	0	dor de cabeça	20	32	37397	0	-1
1645	e aí eu fui tomar tramal na veia e falei pra médica que tinha passado a dor só pra não tomar morfina mas não tinha .	morfina	93	99	21	dor	72	74	16	1	-1
1646	e aí eu fui tomar tramal na veia e falei pra médica que tinha passado a dor só pra não tomar morfina mas não tinha .	tramal	18	23	5	dor	72	74	16	0	-1
1647	44 tem alergia a dipirona .	dipirona	17	24	4	alergia	7	13	2	1	-1
1648	aceitei a injeção de acetato de medroxiprogesterona de 150 mg só pq ninguém me falou que um dos efeitos colaterais possíveis é a depressão .	medroxiprogesterona	32	50	6	depressão	129	137	23	0	-1
1649	aceitei a injeção de acetato de medroxiprogesterona de 150 mg só pq ninguém me falou que um dos efeitos colaterais possíveis é a depressão .	acetato	21	27	4	depressão	129	137	23	0	-1
1650	não tomei o omeprazol ontem e não comi quase nada por causa do enjoo e tô com fome .	omeprazol	12	20	3	enjoo	63	67	13	0	-1
1651	não tomei o omeprazol ontem e não comi quase nada por causa do enjoo e tô com fome .	omeprazol	12	20	3	fome	78	81	17	0	-1
1652	só queria um ranitidina ou omeprazol p tentar fazer essa dor de estômago parar .	omeprazol	27	35	5	dor	57	59	10	0	-1
1653	só queria um ranitidina ou omeprazol p tentar fazer essa dor de estômago parar .	ranitidina	13	22	3	dor	57	59	10	0	-1
1654	agora tô entendendo a dor que a oibenke tava sentindo o dia q esqueceu o omeprazol inclusive tô morrendo sos .	omeprazol	73	81	15	dor	22	24	4	1	-1
1655	glicose é vida que morte terrivel .	glicose	0	6	0	morte	19	23	4	0	-1
1656	se soubesse q ia dar alergia não tinha nem tomado essa vacina da dengue .	vacina	55	60	11	alergia	21	27	5	1	-1
1657	um omeprazol pra diminuir a dor de estômago que fica depois de uma conversa e vida que segue .	omeprazol	3	11	1	dor	28	30	5	0	-1
1658	um omeprazol pra diminuir a dor de estômago que fica depois de uma conversa e vida que segue .	omeprazol	3	11	1	conversa	67	74	13	0	-1
1659	eu sabia q tinha de cataflam aí descobri o dipirona tomando remédio e ficando mal q mas eu preciso fazer um teste de alergia .	dipirona	43	50	9	alergia	117	123	23	0	-1
1660	eu sabia q tinha de cataflam aí descobri o dipirona tomando remédio e ficando mal q mas eu preciso fazer um teste de alergia .	cataflam	20	27	5	alergia	117	123	23	0	-1
1662	se tiver mta dor toma ibuprofeno .	ibuprofeno	22	31	5	dor	13	15	3	1	-1
1663	batata rmarketeira daniellbravo só azia em antiácido aqui qual vc tomou regis omeprazol ou ranitidina .	omeprazol	78	86	12	azia	35	38	4	1	-1
1664	batata rmarketeira daniellbravo só azia em antiácido aqui qual vc tomou regis omeprazol ou ranitidina .	ranitidina	91	100	14	azia	35	38	4	1	-1
1665	ter depressão custa caro uma cartela de fluoxetina custa nada mais nada menos	fluoxetina	40	49	7	depressão	4	12	1	1	-1
1666	eu acordei com tanta dor que eu só queria um omeprazol .	omeprazol	45	53	10	dor	21	23	4	1	-1
1667	fazem 12h que eu não saio de treta no twitter e acabei de tomar meu bromazepam pra acalmar a ansiedade que me corrói .	bromazepam	68	77	15	ansiedade	93	101	19	0	-1
1668	tô aqui tentando entender o porque da dor de cabeça aí lembrei que não tomei café odeio ser tão dependente da cafeína assim .	cafeína	110	116	21	dor de cabeça	38	50	40631	1	-1
1669	minha mãe comprou cefalexina p eu tomar só de olhar p caixa me dá dor de estômago .	cefalexina	18	27	3	dor	66	68	14	0	-1
1670	a gente estuda sim só a cafeína pra ficar acordado e a maquiagem escondendo a dor da alma .	cafeína	24	30	6	dor	78	80	15	0	-1
1671	acho que estou com ansiedade pra sair na rua e foda se se vai dar errado e doer em níveis suficientes pra tentar me aplicar testosterona .	testosterona	124	135	25	ansiedade	19	27	4	1	-1
1673	ah nossa mas eu tenho ansiedade eu tenho cara de fluoxetina por acaso vai se tratar crlh .	fluoxetina	49	58	10	ansiedade	22	30	5	1	-1
1674	quanta agressividade linda não tomou a vacina contra raiva .	vacina contra raiva	39	57	39693	agressividade	7	19	1	1	-1
1675	fui tomar dipirona e tinha esquecido que tinha alergia agr to parecendo um mostrinho cheia de bolha .	dipirona	10	17	2	alergia	47	53	8	0	-1
1676	ja tomei paracetamol e nimesulida e to queimando em febre e com muito frio .	paracetamol	9	19	2	febre	52	56	9	0	-1
1677	ja tomei paracetamol e nimesulida e to queimando em febre e com muito frio .	nimesulida	23	32	4	febre	52	56	9	0	-1
1678	tô com dor de cabeça à uma semana me travei de paracetamol e ibuprofeno agora não tem mais dor de cabeça certa .	paracetamol	47	57	11	dor de cabeça	91	103	40672	0	-1
1679	tô com dor de cabeça à uma semana me travei de paracetamol e ibuprofeno agora não tem mais dor de cabeça certa .	paracetamol	47	57	11	dor de cabeça	7	19	40672	1	-1
1680	tô com dor de cabeça à uma semana me travei de paracetamol e ibuprofeno agora não tem mais dor de cabeça certa .	ibuprofeno	61	70	13	dor de cabeça	91	103	40672	0	-1
1681	tô com dor de cabeça à uma semana me travei de paracetamol e ibuprofeno agora não tem mais dor de cabeça certa .	ibuprofeno	61	70	13	dor de cabeça	7	19	40672	1	-1
1682	eu nao entendo como a minha glicose é baixa se eu como tanto chocolate nao posso perder um pouquinho de sangue que já desmaio por fraqueza .	glicose	28	34	6	fraqueza	130	137	25	0	-1
1683	oxe coisa mais normal se tu toma ibuprofeno passa rapdininho essa dor .	ibuprofeno	33	42	7	dor	66	68	11	0	-1
1684	ser magro não vacina contra nada aliás desnutrição tb é doença .	vacina	14	19	3	desnutrição	39	49	7	0	-1
1685	ansiedade nível tomando omeprazol .	omeprazol	24	32	3	ansiedade	0	8	0	1	-1
1686	a diabetes é uma doença crônica não transmissível caracterizada por níveis elevados de glicose no sangue	glicose	87	93	13	diabetes	2	9	1	1	-1
1687	minha cara ta inchada de tanto chorar de dor meus comprimidos pra dor acabaram e meu lidocaína também .	lidocaína	85	93	16	dor	41	43	8	1	-1
1688	minha cara ta inchada de tanto chorar de dor meus comprimidos pra dor acabaram e meu lidocaína também .	lidocaína	85	93	16	dor	66	68	12	1	-1
1689	to num pico de testosterona que tá me fazendo ficar com raiva até da minha respiração mas as pessoa n entende .	testosterona	15	26	4	raiva	56	60	11	0	-1
1690	ferrou to com muita dor na perna e acabaram os remedios mais fracos se eu tomar tramadol agora vou ficar chapadao e n durmo nem ferrando .	tramadol	80	87	16	dor na perna	20	31	37143	1	-1
1691	com muita dor de garganta sem poder tomar nimesulida pq se nao eu fico com a cara torta e mancha no corpo inteiro vo te q convive c isso .	nimesulida	42	51	8	dor de garganta	10	24	35683	1	-1
1692	o plano era aproveitar a dor de cabeça para dormir mas eu tomei um comprimido de ibuprofeno e estou acordada sem dor .	ibuprofeno	81	90	16	dor	113	115	21	0	-1
1693	o plano era aproveitar a dor de cabeça para dormir mas eu tomei um comprimido de ibuprofeno e estou acordada sem dor .	ibuprofeno	81	90	16	dor de cabeça	25	37	28537	1	-1
1694	maior agradecimento da vida não ter alergia de nada que não seja dipirona ou lã .	dipirona	65	72	12	alergia	36	42	6	1	-1
1695	que dor de cbç cara tomei um ibuprofeno um dorflex e um paracetamol ja e nada .	paracetamol	56	66	12	dor	4	6	1	1	-1
1696	que dor de cbç cara tomei um ibuprofeno um dorflex e um paracetamol ja e nada .	ibuprofeno	29	38	7	dor	4	6	1	1	-1
1697	que dor de cbç cara tomei um ibuprofeno um dorflex e um paracetamol ja e nada .	dorflex	43	49	9	dor	4	6	1	1	-1
1698	1000 mg de naproxeno pra enxaqueca e mais um punhado de notícia punk pra começar a semana tá lindo já acabou jessica .	naproxeno	11	19	3	enxaqueca	25	33	5	0	-1
1699	cardíaca ansiedade cm direito a crises de pânico e agressivas displasia dentinária falta de cálcio nos ossos miopia astigmatismo .	cálcio	92	97	14	ansiedade	9	17	1	1	-1
1700	cardíaca ansiedade cm direito a crises de pânico e agressivas displasia dentinária falta de cálcio nos ossos miopia astigmatismo .	cálcio	92	97	14	astigmatismo	116	127	18	0	-1
1701	cardíaca ansiedade cm direito a crises de pânico e agressivas displasia dentinária falta de cálcio nos ossos miopia astigmatismo .	cálcio	92	97	14	miopia	109	114	17	0	-1
1702	azitromicina não é desse mundo não curto essa dor no estômago que ela me dá .	azitromicina	0	11	0	dor	46	48	8	0	-1
1703	hahaha q morte horrível tomo um zolpidem aí q não é o sublingual com gosto ruim n lembro	zolpidem	32	39	6	morte	9	13	2	1	-1
1704	propofol é o remédio que causou a morte dele .	propofol	0	7	0	morte	34	38	7	0	-1
1705	meninas que não aguentam de dor no estômago e toma omeprazol	omeprazol	51	59	10	dor	28	30	5	1	-1
1706	é sim tudo culpa do povo que tem dor de cabeça e toma cefalexina kkk só jesus .	cefalexina	54	63	13	dor de cabeça	33	45	36349	1	-1
1707	essa dor já vou pro 4 omeprazol .	pro	16	18	4	dor	5	7	1	1	-1
1708	essa dor já vou pro 4 omeprazol .	omeprazol	22	30	6	dor	5	7	1	1	-1
1709	três amigos meus tiveram que ir tomar glicose e eu maravilhosa sem dor de cabeça e felizzzzz justin4mmva .	glicose	38	44	7	dor de cabeça	67	79	41265	0	-1
1710	fluoxetina na veia depressão na cadeia .	fluoxetina	0	9	0	depressão	19	27	3	0	-1
1711	sim sim mas eles receitam o ibuprofeno pra dor enquanto o antibiótico não fez efeito suficiente para a dor sumir .	ibuprofeno	28	37	6	dor	43	45	8	0	-1
1712	sim sim mas eles receitam o ibuprofeno pra dor enquanto o antibiótico não fez efeito suficiente para a dor sumir .	ibuprofeno	28	37	6	dor	103	105	18	0	-1
1713	imagino camz precisa tomar risperidona ajuda no tratamento da ansiedade se esse é o problema positivitytocamila camilasday .	risperidona	27	37	4	ansiedade	62	70	9	0	-1
1714	meu medo de pegar caxumba eh tão grande que começa a me dar dor de garganta eu já tomo 20 comprimido de nimesulida .	nimesulida	104	113	22	dor de garganta	60	74	38268	1	-1
1715	meu medo de pegar caxumba eh tão grande que começa a me dar dor de garganta eu já tomo 20 comprimido de nimesulida .	nimesulida	104	113	22	medo	4	7	1	1	-1
1716	eu tomo por conta de ansiedade aí tem receita médica mas rivotril e fluoxetina são bons .	rivotril	57	64	11	ansiedade	21	29	5	1	-1
1717	eu tomo por conta de ansiedade aí tem receita médica mas rivotril e fluoxetina são bons .	fluoxetina	68	77	13	ansiedade	21	29	5	1	-1
1718	alergia por causa da falta de cálcio olha que bacana .	cálcio	30	35	6	alergia	0	6	0	1	-1
1719	como eu te amo omeprazol pra sempre ao seu lado azia da peste	omeprazol	15	23	4	azia	48	51	10	0	-1
1722	a anta que vos fala tem alergia a gatos e estava brincando com um agora to querendo morrer de tanta coceira loratadina nelas .	loratadina	108	117	21	alergia	24	30	6	1	-1
1723	eu to arregando de cólica mas só tem dipirona em gota e eu me recuso .	dipirona	37	44	8	gota	49	52	10	0	-1
1724	é isso vou ter que enfiar nimesulida nesse corpinho maravilhoso até a dor passar .	nimesulida	26	35	6	dor	70	72	12	0	-1
1725	de chupas para nicotina fones nos ouvidos depressão virou rotina .	nicotina	15	22	3	depressão	42	50	7	0	-1
1726	ela tava doente comprimido entro na mente dipirona desceu quente dor de cabeça bb .	dipirona	42	49	7	dor de cabeça	65	77	36419	0	-1
1727	muito bom fluoxetina mas feio d sentir enjoo .	fluoxetina	10	19	2	enjoo	39	43	7	0	-1
1728	minha xabeca ta doendo mto fui fuma ora passa a dor ta doendo kais cigarro ja nao eh mais meu remedio snrz vo te q larga a nicotina .	nicotina	123	130	27	dor	48	50	10	1	-1
1730	tomei um paracetamol e a dor de cabeça já era graças a deus .	paracetamol	9	19	2	dor de cabeça	25	37	41195	0	-1
1731	a reação da vacina pqp ja sei q hj n tomo mais febre amarela .	vacina	12	17	3	febre	47	51	12	0	-1
1732	usei meu último 10 pra tomar uma vitamina de açaí com morango tava calor senti que merecia kkkkk .	vitamina	33	40	7	calor	67	71	13	0	-1
1733	né melhoras ai toma sim e se for de 600 mg melhor é que isso tira a dor nimesulida cuida da inflamação .	nimesulida	72	81	18	inflamação	92	101	21	0	-1
1734	né melhoras ai toma sim e se for de 600 mg melhor é que isso tira a dor nimesulida cuida da inflamação .	nimesulida	72	81	18	dor	68	70	17	1	-1
1735	400 ml de frapuccino acho que exagerei na cafeína olá dor de estômago .	cafeína	42	48	8	dor	54	56	10	0	-1
1736	uma tia receitando pra outra omeprazol pq é milagroso pra dor dela e ela toma todo dia de jejum a 3 me ses .	omeprazol	29	37	5	tia	4	6	1	1	-1
1737	uma tia receitando pra outra omeprazol pq é milagroso pra dor dela e ela toma todo dia de jejum a 3 me ses .	omeprazol	29	37	5	dor	58	60	10	0	-1
1738	se não fosse a cafeína eu estaria em coma agora .	cafeína	15	21	4	coma	37	40	8	0	-1
1744	vou tomar café e assistir esse episódio pq essa ansiedade ta foda obg a todos pelos spoilers podiam mandar minha paroxetina junto .	paroxetina	113	122	20	ansiedade	48	56	9	1	-1
1745	muito bom torcer o pé tomar medicação e descobrir que tenho alergia a dipirona .	dipirona	70	77	13	alergia	60	66	11	1	-1
1746	esses meninos são sem limites querem chopp e vodka já vi q vou tomar glicose no salga dor luzinete vai mem matar .	glicose	69	75	14	dor	86	88	17	0	-1
1747	o nicotina presente no cigarro é a droga que causa a maior dependência química conhecida pela medicina dráuzio varella programadojô .	nicotina	2	9	1	dependência	59	69	12	0	-1
1748	ela tava doente comprimido entrou na mente dipirona desceu quente dor de cabeça bb kkkkkkkkkkkkkkk .	dipirona	43	50	7	dor de cabeça	66	78	36420	0	-1
1749	agora tomando uma bomba de ibuprofeno porque a febre voltou .	ibuprofeno	27	36	5	febre	47	51	8	0	-1
1750	eu acho que to com glicose baixa ou anemia .	glicose	19	25	5	anemia	36	41	8	0	-1
1751	ontem de tarde comecei a sentir uma dor no ombro direito tomei dorflex e n melhorou antes de dormir tomei ibuprofeno e fiz .	dorflex	63	69	12	dor no ombro	36	47	39172	1	-1
1752	ontem de tarde comecei a sentir uma dor no ombro direito tomei dorflex e n melhorou antes de dormir tomei ibuprofeno e fiz .	ibuprofeno	106	115	20	dor no ombro	36	47	39172	1	-1
1753	eu sei mamae tem alergia a um composto do dipirona mas ela pode tomar paracetamol .	dipirona	42	49	9	alergia	17	23	4	1	-1
1754	eu sei mamae tem alergia a um composto do dipirona mas ela pode tomar paracetamol .	paracetamol	70	80	14	alergia	17	23	4	1	-1
1755	tendo quase um infarto de ansiedade pra tomar essa vacina .	vacina	51	56	9	ansiedade	26	34	5	1	-1
1756	eu tenho alergia a dipirona .	dipirona	19	26	4	alergia	9	15	2	1	-1
1757	tomei um paracetamol e meu rosto ficou inchado descobrir que tenho alergia .	paracetamol	9	19	2	alergia	67	73	11	0	-1
1758	cadê a minha fluoxetina pq tô espumando de raiva .	fluoxetina	13	22	3	raiva	43	47	8	0	-1
1759	só queria uma bolsa de água quente bastante ibuprofeno e essa caminha n desejo essa dor p ngm .	ibuprofeno	44	53	8	dor	84	86	15	0	-1
1760	ao você pede um remédio mais forte que nimesulida pra dor de dente e o farmacêutico dar uma mais fraco .	nimesulida	39	48	8	dor de dente	54	65	35145	0	-1
1761	nandhaferrari é serio tem uma pomada tbm que é neurotica lidocaina vende em farmácias para a dor em 30 segundo .	lidocaina	57	65	10	dor	93	95	16	0	-1
1762	nandhaferrari é serio tem uma pomada tbm que é neurotica lidocaina vende em farmácias para a dor em 30 segundo .	pomada	30	35	5	dor	93	95	16	0	-1
1763	eu fico imaginando como as pessoas são bestas de ficar bebendo álcool e cafeína em comemoração perto de prova se isso piora a ansiedade dps .	álcool	63	68	11	ansiedade	126	134	23	0	-1
1764	eu fico imaginando como as pessoas são bestas de ficar bebendo álcool e cafeína em comemoração perto de prova se isso piora a ansiedade dps .	cafeína	72	78	13	ansiedade	126	134	23	0	-1
1765	aí vc descobre que seu pai tb tem alergia a dipirona dps de 19anos .	dipirona	44	51	10	alergia	34	40	8	1	-1
1766	espero que naproxeno seja pra dor .	naproxeno	11	19	2	dor	30	32	5	0	-1
1767	hoje eu queria oxicodona pra que pra dor intensa .	oxicodona	15	23	3	dor	37	39	7	0	-1
1768	já acordei tomando omeprazol pq hoje o estomago vai chorar de dor .	omeprazol	19	27	3	dor	62	64	11	0	-1
1769	e ainda disse que serve pra todas as dores crônicas mas não sempre só qnd tiver a dor e é melhor que dopamina pq eh natural .	dopamina	101	108	22	dor	82	84	17	1	-1
1770	to perguntando pq na última enxaqueca tomei um paracetamol e um ibuprofeno com um intervalo de 40 minutos e fiquei desmaiando depois .	paracetamol	47	57	8	enxaqueca	28	36	5	1	-1
1771	to perguntando pq na última enxaqueca tomei um paracetamol e um ibuprofeno com um intervalo de 40 minutos e fiquei desmaiando depois .	ibuprofeno	64	73	11	enxaqueca	28	36	5	1	-1
1773	que dor de estômago já to viciada no omeprazol .	omeprazol	37	45	8	dor	4	6	1	1	-1
1774	tomei dipirona e tá dando muito calor acho que é febre .	dipirona	6	13	1	calor	32	36	6	0	-1
1775	tomei dipirona e tá dando muito calor acho que é febre .	dipirona	6	13	1	febre	49	53	10	0	-1
1776	dor não dura com penicilina .	penicilina	17	26	4	dor	0	2	0	1	-1
1777	eu to chorando e não sei se é pq to triste se é pq to com dor se é pq saudades nicotina se é tudo junto só sei que to akele lixo .	nicotina	79	86	21	chorando	6	13	2	1	-1
1778	eu to chorando e não sei se é pq to triste se é pq to com dor se é pq saudades nicotina se é tudo junto só sei que to akele lixo .	nicotina	79	86	21	dor	58	60	16	1	-1
1779	prayforjunior eu tomo nimesulida 12 12 hr pra passa a dor e é bom recomendo pq até ontem eu n conseguia abri a boca direito sério .	nimesulida	22	31	3	dor	54	56	10	0	-1
1780	cadê aquela vacina para dor seu farmaceutico se eu desmaiar da nada não .	vacina	12	17	2	dor	24	26	4	0	-1
1781	mas é remédio mesmo que quero é que omeprazol não vai tirar dor agora .	omeprazol	36	44	8	dor	60	62	12	0	-1
1782	a melhor coisa que eu ouvi hoje foi tem tadalafila pra dor de cabeça .	tadalafila	40	49	9	dor de cabeça	55	67	34537	0	-1
1783	aline tenho sinusite também só quem tem sabe a dor infernal que isso causa quando estou muito ruim tomo azitromicina .	azitromicina	104	115	19	dor	47	49	9	1	-1
1784	tive q pedir minha mãe pra compra lidocaína de laranja pra amenizar essa dor no dente siso .	lidocaína	34	42	7	dor	73	75	13	0	-1
1785	na boa que raiva do meu irmão me acorda essas hrs pra eu fazer vitamina a ele só pode está me zoando msm .	vitamina a	63	72	72	raiva	11	15	3	1	-1
1786	lucasmagagnin antiinflamatorio c to aqui morta com dor no estomago por causa de naproxeno .	naproxeno	80	88	13	dor	51	53	7	1	-1
1787	que dor de estômago não tem mais omeprazol deus .	omeprazol	33	41	7	dor	4	6	1	1	-1
1788	levi oe eren a paciência ficou no útero mal humorado baixinho da turma esqueceu de tomar a vacina da raiva pic twitter com kzsnuqmqlg .	vacina	91	96	17	raiva	101	105	19	0	-1
1789	eu fico indignada vendo as pessoas falando q depressão eh tudo drama e frescura frescura eh nao querer tomar vacina depressão é doença .	vacina	109	114	19	depressão	116	124	20	0	-1
1790	eu fico indignada vendo as pessoas falando q depressão eh tudo drama e frescura frescura eh nao querer tomar vacina depressão é doença .	vacina	109	114	19	depressão	45	53	8	1	-1
1791	kodoji toma bicarbonato de sódio que para a azia .	bicarbonato de sódio	12	31	37864	azia	44	47	8	0	-1
1792	vou entrar em coma de remédio jaja porra quem toma paracetamol e tramal e continua com dor misericórdia .	paracetamol	51	61	10	dor	87	89	16	0	-1
1793	vou entrar em coma de remédio jaja porra quem toma paracetamol e tramal e continua com dor misericórdia .	paracetamol	51	61	10	coma	14	17	3	1	-1
1794	vou entrar em coma de remédio jaja porra quem toma paracetamol e tramal e continua com dor misericórdia .	tramal	65	70	12	dor	87	89	16	0	-1
1795	vou entrar em coma de remédio jaja porra quem toma paracetamol e tramal e continua com dor misericórdia .	tramal	65	70	12	coma	14	17	3	1	-1
1796	então vou morrer de dor de cabeça de nariz entupido e de febre sene der .	sene	63	66	13	dor de cabeça	20	32	42062	1	-1
1797	então vou morrer de dor de cabeça de nariz entupido e de febre sene der .	sene	63	66	13	febre	57	61	12	1	-1
1798	minha mãe chegou na minha cama e falou nossa quanto doce agora o resfriado e a dor de garganta passam e a glicose aumenta .	glicose	106	112	22	dor de garganta	79	93	38388	1	-1
1799	acabei de descobrir q tenho alergia a ibuprofeno bem no dia q eu resolvo tomar dois comprimidos seguidos .	ibuprofeno	38	47	7	alergia	28	34	5	1	-1
1802	ser vegana é estar mto louca numa festa seus amgs tentando de dar glicose nao tem nada que vc coma e eles te dão um sachê de açúcar união .	glicose	66	72	13	coma	94	97	19	0	-1
1803	diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	hiperglicemia	80	92	12	0	-1
1804	diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	diabetes mellitus	0	16	16	1	-1
1805	fui levar os gatos tomar vacina tenho alergia de gato antialérgico me dá sono vida pq tão difícil .	vacina	25	30	5	alergia	38	44	7	0	-1
1806	fui levar os gatos tomar vacina tenho alergia de gato antialérgico me dá sono vida pq tão difícil .	vacina	25	30	5	sono	73	76	13	0	-1
1808	2 pra bioquímica pode ser o prazer gerado pela dopamina que teu cérebro libera ao ser gostada pessoas com depressão tem uma .	dopamina	47	54	9	depressão	106	114	19	0	-1
1809	tô com dor de cabeça acho que é falta de cafeína	cafeína	41	47	10	dor de cabeça	7	19	40673	1	-1
1810	nicbotsis vou tentar porque já tô quase na dose máxima de sertralina e ainda sinto mt ansiedade pra comer .	sertralina	58	67	11	ansiedade	86	94	16	0	-1
1811	tô com uma dor no corpo terrível meu sonho poder tomar diclofenaco e ou naproxeno sodico .	diclofenaco	55	65	11	dor	11	13	3	1	-1
1812	tô com uma dor no corpo terrível meu sonho poder tomar diclofenaco e ou naproxeno sodico .	naproxeno	72	80	14	dor	11	13	3	1	-1
1813	quem vê essas manxas roxas na minha perna pensa que eu apanhei mas não gente é alergia a dipirona .	dipirona	89	96	18	alergia	79	85	16	1	-1
1816	tomei um paracetamol pra ver se a dor diminui .	paracetamol	9	19	2	dor	34	36	7	0	-1
1817	diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	hiperglicemia	80	92	12	0	-1
1818	diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	diabetes mellitus	0	16	16	1	-1
1819	quase todos os remédios p dor de cabeça têm cafeína eu amo cafeína mas não num remédio que supostamente era pra te deixar calma e sem dor .	cafeína	59	65	12	dor	134	136	26	0	-1
1820	quase todos os remédios p dor de cabeça têm cafeína eu amo cafeína mas não num remédio que supostamente era pra te deixar calma e sem dor .	cafeína	59	65	12	dor de cabeça	26	38	28472	1	-1
1821	quase todos os remédios p dor de cabeça têm cafeína eu amo cafeína mas não num remédio que supostamente era pra te deixar calma e sem dor .	cafeína	44	50	9	dor	134	136	26	0	-1
1822	quase todos os remédios p dor de cabeça têm cafeína eu amo cafeína mas não num remédio que supostamente era pra te deixar calma e sem dor .	cafeína	44	50	9	dor de cabeça	26	38	28472	1	-1
1823	tomei pepsamar e tomei omeprazol pra ver se essa azia melhora .	pepsamar	6	13	1	azia	49	52	9	0	-1
1824	tomei pepsamar e tomei omeprazol pra ver se essa azia melhora .	omeprazol	23	31	4	azia	49	52	9	0	-1
1825	minha mãe disse que pra quem tem enxaqueca é horrível toma cafeina e eu tomo café dms .	cafeina	59	65	11	enxaqueca	33	41	7	1	-1
1826	cuéllar deve se entupir de sertralina depressão certa ser banco do márcio araújo .	sertralina	27	36	5	depressão	38	46	6	0	-1
1827	o sublingual que eu tô tomando é mt forte é comparado a morfina e tipo aliviou a cólica mas ainda sim eu sinto um pouco se dor ou seja né .	morfina	56	62	12	dor	123	125	26	0	-1
1828	to numa azia gora do normal daqui a pouco se não melhorar vou tomar um omeprazol .	omeprazol	71	79	15	azia	8	11	2	1	-1
1829	comi tanto chocolate q vou entrar em coma de glicose .	glicose	45	51	9	coma	37	40	7	1	-1
1830	vou almoçar agr e to numa ressaca do capiroto puta merda nem coca cola e umas glicose ta funfando slc e dor de cabeça muita dor .	glicose	78	84	16	dor	124	126	25	0	-1
1831	vou almoçar agr e to numa ressaca do capiroto puta merda nem coca cola e umas glicose ta funfando slc e dor de cabeça muita dor .	glicose	78	84	16	dor de cabeça	104	116	41574	0	-1
1832	essa é pergunta é para vocês que estudam existe alguma correlação entre cafeína e dor de cabeça .	cafeína	72	78	12	dor de cabeça	82	94	36551	0	-1
1833	tomar mais um ibuprofeno pra ficar chapado e essa dor do ciso maldita diminuir .	ibuprofeno	14	23	3	dor	50	52	9	0	-1
1834	o suor dela cheira a cafeína .	cafeína	21	27	5	suor	2	5	1	1	-1
1835	a dipirona dipirona tira a dor desses emplantes ou beber bastante bebidas geladas ou tomar sorvete	dipirona	2	9	1	dor	27	29	5	0	-1
1836	a dipirona dipirona tira a dor desses emplantes ou beber bastante bebidas geladas ou tomar sorvete	dipirona	11	18	2	dor	27	29	5	0	-1
1837	três coisas que não combinaram hoje meu enjôo o vômito no chão de isabela e a minha loratadina .	loratadina	84	93	17	enjôo	40	44	7	1	-1
1838	três coisas que não combinaram hoje meu enjôo o vômito no chão de isabela e a minha loratadina .	loratadina	84	93	17	vômito	48	53	9	1	-1
1839	toma nimesulida evita inchaço .	nimesulida	5	14	1	inchaço	22	28	3	0	-1
1840	usei um óleo do rícino no cabelo e agora tô morrendo de dor de cabeça será que tem alguma coisa a ver .	óleo	8	11	2	dor de cabeça	56	68	41380	0	-1
1841	omeprazol gastrite	omeprazol	0	8	0	gastrite	10	17	1	0	-1
1842	to numa dor d cabeça e a desgraca fumando nicotina .	nicotina	42	49	9	dor	8	10	2	1	-1
1843	netflix omeprazol gastrite .	omeprazol	8	16	1	gastrite	18	25	2	0	-1
1844	se criassem em cativeiro sem impacto ambiental e uma morte de propofol não veria motivo contra afinal dor	propofol	62	69	11	morte	53	57	9	1	-1
1845	se criassem em cativeiro sem impacto ambiental e uma morte de propofol não veria motivo contra afinal dor	propofol	62	69	11	dor	102	104	17	0	-1
1846	agr eu q eu tô lembrando eu to c esse calor td pq tomei dipirona .	dipirona	56	63	14	calor	38	42	10	1	-1
1847	nicoiau é cada dor que papai do céu viu mas vc vai ficar boa jaja toma azitromicina juju .	azitromicina	71	82	16	dor	15	17	3	1	-1
